PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
SHORT,34765245912010043012001407009764,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,34765245912010043012001407009764,4,EPC-R4,Consider installing PV.,LOW
MEDIUM,34765245912010043012001407009764,4,EPC-H5,Add local time control to heating system.,MEDIUM
SHORT,34765245912010043012001407009764,4,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
SHORT,34765245912010043012001407009764,5,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,34765245912010043012001407009764,5,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
MEDIUM,34765245912010043012001407009764,6,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,34765245912010043012001407009764,6,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,35364720542010051410335435700050,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,35364720542010051410335435700050,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
SHORT,35364720542010051410335435700050,2,EPC-L4,Replace tungsten GLS spotlights with low-voltage tungsten halogen: Payback period dependent on hours of use.,LOW
LONG,35364720542010051410335435700050,2,EPC-W1,Install more efficient water heater.,LOW
SHORT,35364720542010051410335435700050,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,35364720542010051410335435700050,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,35364720542010051410335435700050,4,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
LONG,35364720542010051410335435700050,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,35364720542010051410335435700050,5,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,35364720542010051410335435700050,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,54389530022011091215472586010130,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,54389530022011091215472586010130,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,54389530022011091215472586010130,1,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,LOW
LONG,54389530022011091215472586010130,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
MEDIUM,54389530022011091215472586010130,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,54389530022011091215472586010130,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
LONG,54389530022011091215472586010130,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,54389530022011091215472586010130,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,54389530022011091215472586010130,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,54389530022011091215472586010130,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,54389530022011091215472586010130,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,59027996252012013112060307009162,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,59027996252012013112060307009162,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,HIGH
LONG,59027996252012013112060307009162,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,59027996252012013112060307009162,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",HIGH
LONG,59027996252012013112060307009162,3,EPC-W1,Install more efficient water heater.,MEDIUM
SHORT,59027996252012013112060307009162,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,59027996252012013112060307009162,4,EPC-W2,Consider replacing HWS with point of use system.,LOW
SHORT,59027996252012013112060307009162,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,59027996252012013112060307009162,5,EPC-R4,Consider installing PV.,LOW
SHORT,59028450302012013114411479500290,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,59028450302012013114411479500290,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,59028450302012013114411479500290,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,59028450302012013114411479500290,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,59028450302012013114411479500290,3,EPC-R3,Consider installing solar water heating.,LOW
LONG,59028450302012013114411479500290,4,EPC-W1,Install more efficient water heater.,LOW
LONG,59028450302012013114411479500290,5,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,59054896212012013111451701009744,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,59054896212012013111451701009744,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,HIGH
LONG,59054896212012013111451701009744,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,59054896212012013111451701009744,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",HIGH
SHORT,59054896212012013111451701009744,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,59054896212012013111451701009744,3,EPC-W1,Install more efficient water heater.,LOW
LONG,59054896212012013111451701009744,4,EPC-W2,Consider replacing HWS with point of use system.,LOW
SHORT,59054896212012013111451701009744,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,59054896212012013111451701009744,5,EPC-R4,Consider installing PV.,LOW
MEDIUM,59394480062015042713131878240390,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,59394480062015042713131878240390,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,59394480062015042713131878240390,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,59394480062015042713131878240390,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,59394480062015042713131878240390,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,59394480062015042713131878240390,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,59394480062015042713131878240390,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
SHORT,59394480062015042713131878240390,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,59394480062015042713131878240390,4,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,59394480062015042713131878240390,5,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
OTHER,59781510402012022018245803500020,1,USER,Consider movement sensors to communal areas,LOW
LONG,59781510402012022018245803500020,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,59781510402012022018245803500020,1,EPC-H2,Add time control to heating system.,MEDIUM
SHORT,59781510402012022018245803500020,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,59781510402012022018245803500020,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,59781510402012022018245803500020,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,59781510402012022018245803500020,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,59781510402012022018245803500020,3,EPC-H6,Add local temperature control to the heating system.,MEDIUM
SHORT,59781510402012022018245803500020,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,59781510402012022018245803500020,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,59781510402012022018245803500020,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,59781510402012022018245803500020,5,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
LONG,59806880022012022408412064920341,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,59806880022012022408412064920341,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,59806880022012022408412064920341,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,59806880022012022408412064920341,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
MEDIUM,59806880022012022408412064920341,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,59806880022012022408412064920341,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,59806880022012022408412064920341,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,59806880022012022408412064920341,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,60706460022012030711105534070210,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,60706460022012030711105534070210,1,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,60706460022012030711105534070210,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,60706460022012030711105534070210,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,60706460022012030711105534070210,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,60706460022012030711105534070210,5,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,60915690802012032622551206400270,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,60915690802012032622551206400270,1,EPC-H5,Add local time control to heating system.,LOW
SHORT,60915690802012032622551206400270,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
LONG,60915690802012032622551206400270,2,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,60915690802012032622551206400270,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
SHORT,60915690802012032622551206400270,2,EPC-W1,Install more efficient water heater.,MEDIUM
LONG,60915690802012032622551206400270,3,EPC-R4,Consider installing PV.,LOW
SHORT,60915690802012032622551206400270,3,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
SHORT,60915690802012032622551206400270,4,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
SHORT,60915690802012032622551206400270,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
SHORT,60915690802012032622551206400270,6,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,61155130542012031509472679000070,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,61155130542012031509472679000070,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
